,日期,測站,測項,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2127,2015/08/19,麥寮,PM2.5,16,12,10,8,8,11,15,16,28,16,19,15,16,19,17,16,20,28,31,24,20,25,20,13
2128,2015/08/20,麥寮,PM2.5,14,13,12,10,9,12,17,24,23,14,7,7,6,8,24,31,24,17,28,31,13,6,6,2
2129,2015/08/21,麥寮,PM2.5,1,1,0,6,10,8,7,10,20,26,23,19,31,33,20,24,24,21,17,10,6,6,10,13
2130,2015/08/22,麥寮,PM2.5,16,14,5,1,1,4,9,15,28,39,41,36,33,28,19,18,22,21,18,23,32,31,30,23
2131,2015/08/23,麥寮,PM2.5,19,26,28,27,25,10,1,15,21,12,2,2,6,2,0,2,0,0,1,0,2,5,1,0
2132,2015/08/24,麥寮,PM2.5,0,0,0,0,0,0,0,3,5,5,6,10,10,5,7,2,1,5,9,12,10,10,15,22
2133,2015/08/25,麥寮,PM2.5,25,26,31,32,23,9,8,17,21,21,15,9,14,18,18,25,22,40,32,21,16,8,8,9
2134,2015/08/26,麥寮,PM2.5,4,5,1,0,1,5,7,9,28,27,25,25,25,24,24,23,22,22,22,22,22,22,22,23
2135,2015/08/27,麥寮,PM2.5,23,24,24,24,25,25,26,28,0,0,0,0,4,0,0,0,0,0,3,4,9,8,1,0
2136,2015/08/28,麥寮,PM2.5,0,4,5,4,1,0,2,6,3,3,0,15,18,8,17,35,35,11,0,0,0,0,0,0
2137,2015/08/29,麥寮,PM2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2138,2015/08/30,麥寮,PM2.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2139,2015/08/31,麥寮,PM2.5,0,0,1,2,3,2,1,5,4,0,0,2,2,1,3,3,5,3,0,0,0,0,2,0
2140,2015/09/01,麥寮,PM2.5,0,1,2,2,2,2,2,4,4,27,0,0,3,6,13,13,8,7,9,6,0,2,7,4
2141,2015/09/02,麥寮,PM2.5,1,2,3,9,13,14,17,17,18,18,22,18,10,9,8,6,12,11,7,6,6,7,5,6
2142,2015/09/03,麥寮,PM2.5,10,16,16,11,14,11,11,15,17,20,16,7,3,5,3,4,8,10,8,9,10,10,9,8
2143,2015/09/04,麥寮,PM2.5,9,10,16,22,22,22,28,38,35,16,6,2,3,4,3,3,6,8,8,12,16,13,11,17
2144,2015/09/05,麥寮,PM2.5,20,14,10,18,21,18,23,24,20,9,3,6,6,6,8,7,4,10,11,10,11,13,14,14
2145,2015/09/06,麥寮,PM2.5,14,11,9,12,11,12,16,17,11,2,0,4,9,24,10,9,12,15,14,15,13,6,4,7
2146,2015/09/07,麥寮,PM2.5,5,7,6,0,0,2,8,14,16,12,3,0,0,0,24,3,1,0,0,0,0,1,5,8
2147,2015/09/08,麥寮,PM2.5,7,4,11,19,20,26,31,20,8,11,13,13,17,10,10,13,10,9,8,5,2,5,2,1
2148,2015/09/09,麥寮,PM2.5,5,4,7,11,14,16,15,20,20,13,17,23,21,15,11,11,10,10,11,10,12,13,16,16
2149,2015/09/10,麥寮,PM2.5,14,11,8,9,15,19,14,7,8,10,10,13,13,10,10,12,11,12,9,6,10,9,11,18
2150,2015/09/11,麥寮,PM2.5,21,21,21,23,22,21,22,30,40,46,46,43,39,31,23,17,11,12,13,8,9,8,9,16
2151,2015/09/12,麥寮,PM2.5,23,24,26,23,24,32,35,35,37,30,28,33,26,19,19,18,12,10,15,12,7,10,12,13
2152,2015/09/13,麥寮,PM2.5,14,16,21,20,23,26,35,47,55,52,42,46,47,36,27,18,14,16,16,16,16,18,20,24
2153,2015/09/14,麥寮,PM2.5,29,25,26,27,25,29,36,43,44,41,40,35,29,30,26,19,17,18,19,16,11,8,7,10
2154,2015/09/15,麥寮,PM2.5,14,9,4,7,7,3,12,21,23,31,36,44,54,46,24,8,2,1,1,4,1,0,5,5
2155,2015/09/16,麥寮,PM2.5,4,10,12,10,13,15,16,17,31,42,45,36,19,10,9,11,10,5,2,5,6,7,8,6
2156,2015/09/17,麥寮,PM2.5,12,18,22,28,31,28,32,40,28,53,42,43,36,32,32,26,20,17,19,18,19,22,24,25
2157,2015/09/18,麥寮,PM2.5,20,16,15,9,13,28,31,20,15,16,15,19,22,22,24,24,22,23,25,22,22,27,31,33
2158,2015/09/19,麥寮,PM2.5,36,38,44,48,47,45,49,59,64,62,49,34,34,38,38,31,19,23,27,24,29,29,27,36
2159,2015/09/20,麥寮,PM2.5,43,44,47,50,50,49,55,58,48,43,44,41,41,34,25,34,34,27,24,22,15,11,18,25
2160,2015/09/21,麥寮,PM2.5,28,25,34,47,55,63,69,66,55,43,36,29,21,16,11,12,14,15,23,31,32,26,21,23
2161,2015/09/22,麥寮,PM2.5,31,32,26,29,35,34,39,52,50,40,32,25,19,17,17,19,21,23,23,20,18,14,16,21
2162,2015/09/23,麥寮,PM2.5,21,25,26,26,28,27,35,43,36,34,29,18,20,24,19,23,26,22,29,31,25,29,36,35
2163,2015/09/24,麥寮,PM2.5,35,37,36,34,36,39,35,33,21,13,14,25,18,14,9,10,15,20,26,29,24,20,18,16
2164,2015/09/25,麥寮,PM2.5,19,30,32,34,37,39,44,46,51,56,51,43,36,28,17,9,5,9,11,4,3,5,9,14
2165,2015/09/26,麥寮,PM2.5,16,14,17,18,11,11,20,24,25,27,24,19,21,24,24,21,19,14,13,16,11,11,17,16
2166,2015/09/27,麥寮,PM2.5,10,10,8,5,7,11,17,19,18,19,20,26,31,31,34,34,34,27,21,19,13,15,17,15
2167,2015/09/28,麥寮,PM2.5,9,5,3,2,3,7,8,5,28,27,16,9,2,5,7,6,7,12,22,22,22,3,22,23
2168,2015/09/29,麥寮,PM2.5,0,4,6,5,14,10,0,0,5,10,4,8,13,10,13,15,13,13,16,22,22,19,16,10
2169,2015/09/30,麥寮,PM2.5,9,11,14,17,19,22,24,25,23,20,21,24,23,17,24,13,15,11,11,5,0,3,1,6
2170,2015/10/01,麥寮,PM2.5,17,23,26,27,22,18,20,22,24,29,25,25,28,31,33,27,21,24,23,18,17,20,20,22
2171,2015/10/02,麥寮,PM2.5,23,22,25,24,18,10,10,13,18,25,30,35,35,36,38,31,23,19,16,12,14,15,13,8
2172,2015/10/03,麥寮,PM2.5,7,15,17,13,12,14,19,28,34,38,32,23,23,24,27,23,45,48,45,28,18,14,16,14
2173,2015/10/04,麥寮,PM2.5,13,15,11,8,6,5,9,16,14,17,25,26,29,28,23,31,36,23,19,14,10,13,5,2
2174,2015/10/05,麥寮,PM2.5,7,10,9,5,5,6,12,20,27,29,22,25,8,13,21,22,25,33,38,30,16,8,5,4
2175,2015/10/06,麥寮,PM2.5,4,8,12,11,10,15,18,25,37,44,46,47,41,34,33,25,20,17,16,11,12,16,19,22
2176,2015/10/07,麥寮,PM2.5,21,22,17,13,14,18,26,33,37,40,42,47,47,45,46,37,22,19,19,13,10,10,14,17
2177,2015/10/08,麥寮,PM2.5,15,16,23,24,27,34,39,44,47,43,31,25,25,5,4,3,4,8,1,0,1,5,6,8
2178,2015/10/09,麥寮,PM2.5,11,16,11,1,0,0,0,0,0,0,0,0,0,0,8,4,0,4,8,8,4,5,14,15
2179,2015/10/10,麥寮,PM2.5,14,16,16,13,14,16,15,11,13,14,12,14,13,18,20,18,16,15,16,16,20,23,24,26
2180,2015/10/11,麥寮,PM2.5,25,31,36,33,33,35,37,35,32,32,32,37,41,44,47,47,43,38,35,30,21,15,14,16
2181,2015/10/12,麥寮,PM2.5,16,17,17,12,11,10,12,18,18,16,19,20,24,27,24,24,25,29,33,30,31,40,47,51
2182,2015/10/13,麥寮,PM2.5,52,49,46,44,51,60,62,62,54,45,42,41,40,39,24,41,44,47,44,41,38,38,38,36
2183,2015/10/14,麥寮,PM2.5,38,44,47,45,37,32,29,25,21,21,23,27,25,16,20,22,19,16,13,16,17,20,17,16
2184,2015/10/15,麥寮,PM2.5,20,19,20,26,27,19,18,20,21,21,19,16,18,21,16,15,14,9,11,13,11,9,13,21
2185,2015/10/16,麥寮,PM2.5,20,15,17,19,17,16,15,20,23,25,29,34,36,34,30,25,26,25,22,21,21,23,26,25
2186,2015/10/17,麥寮,PM2.5,21,21,22,23,25,25,23,24,27,29,31,30,32,36,32,29,23,18,18,20,20,20,19,20
2187,2015/10/18,麥寮,PM2.5,26,37,36,28,29,29,29,33,31,25,22,21,21,19,17,20,21,19,18,14,11,10,11,16
2188,2015/10/19,麥寮,PM2.5,19,20,17,15,20,23,20,23,26,23,18,15,24,33,31,23,30,27,21,15,9,7,9,8
2189,2015/10/20,麥寮,PM2.5,8,7,2,1,6,11,17,31,44,46,47,51,58,61,56,45,34,28,34,46,56,35,3,2
2190,2015/10/21,麥寮,PM2.5,5,4,5,4,5,7,10,11,30,34,19,22,35,47,42,24,19,18,13,13,14,15,11,14
2191,2015/10/22,麥寮,PM2.5,14,11,9,7,12,19,20,19,26,35,37,32,28,32,35,31,29,30,30,30,30,30,29,32
2192,2015/10/23,麥寮,PM2.5,36,30,29,34,34,36,32,31,31,29,31,35,34,31,29,23,17,13,11,11,7,4,10,14
2193,2015/10/24,麥寮,PM2.5,14,17,18,16,14,14,16,19,18,21,27,26,27,26,25,24,24,22,24,29,30,28,27,29
2194,2015/10/25,麥寮,PM2.5,30,31,31,28,26,27,21,23,31,30,31,33,31,28,25,27,23,14,14,17,21,20,18,15
2195,2015/10/26,麥寮,PM2.5,19,23,25,32,35,34,35,37,44,51,47,39,36,33,29,23,27,31,31,27,27,28,24,25
2196,2015/10/27,麥寮,PM2.5,31,33,31,31,35,37,42,39,37,36,41,45,45,47,41,31,27,33,39,42,46,47,46,50
2197,2015/10/28,麥寮,PM2.5,59,58,62,72,72,73,73,82,86,85,80,62,49,45,41,36,36,39,36,33,31,30,30,28
2198,2015/10/29,麥寮,PM2.5,27,29,29,32,31,29,33,41,44,43,37,33,34,32,36,41,45,48,52,53,54,54,55,60
2199,2015/10/30,麥寮,PM2.5,72,79,74,66,69,75,71,74,81,66,53,49,52,57,54,57,53,41,31,21,10,8,10,8
2200,2015/10/31,麥寮,PM2.5,9,13,9,10,16,13,9,5,10,16,19,22,23,25,28,25,20,18,12,9,9,10,6,9
2201,2015/11/01,麥寮,PM2.5,14,14,15,16,17,18,17,18,23,20,12,5,9,16,17,13,11,10,8,11,12,9,12,16
2202,2015/11/02,麥寮,PM2.5,13,12,10,11,11,9,11,12,9,6,6,10,16,20,22,25,29,27,28,29,30,27,32,37
2203,2015/11/03,麥寮,PM2.5,33,34,33,33,34,36,33,33,33,29,28,24,20,24,22,18,18,16,10,12,14,16,15,10
2204,2015/11/04,麥寮,PM2.5,13,20,20,19,21,20,23,33,41,47,54,61,56,47,38,30,31,33,26,21,21,22,19,16
2205,2015/11/05,麥寮,PM2.5,23,18,19,24,25,23,24,41,51,52,56,49,36,29,29,26,22,20,17,26,34,21,9,7
2206,2015/11/06,麥寮,PM2.5,6,2,3,7,5,6,9,15,23,26,24,20,18,19,24,29,34,40,42,46,44,42,51,57
2207,2015/11/07,麥寮,PM2.5,53,49,45,38,38,43,49,58,49,35,37,40,31,27,30,32,32,38,50,58,61,53,52,60
2208,2015/11/08,麥寮,PM2.5,57,59,58,52,50,59,63,65,71,72,70,63,47,31,33,42,45,47,50,53,55,57,62,63
2209,2015/11/09,麥寮,PM2.5,64,72,74,74,66,58,60,58,59,58,47,39,41,45,43,31,18,13,15,16,14,14,12,13
2210,2015/11/10,麥寮,PM2.5,24,20,11,12,13,15,13,11,13,15,18,24,28,34,24,40,36,30,30,29,26,25,23,21
2211,2015/11/11,麥寮,PM2.5,18,15,14,22,27,20,23,30,28,28,27,27,31,30,33,39,32,18,13,13,12,13,16,16
2212,2015/11/12,麥寮,PM2.5,16,19,18,20,27,30,28,32,34,23,15,20,23,19,24,28,26,31,29,16,15,14,8,12
2213,2015/11/13,麥寮,PM2.5,20,20,20,21,23,20,20,25,40,51,45,37,34,33,35,45,57,65,67,61,56,46,42,50
2214,2015/11/14,麥寮,PM2.5,59,61,58,51,47,47,47,46,51,60,46,26,19,19,20,19,16,18,25,26,23,25,28,37
2215,2015/11/15,麥寮,PM2.5,40,32,27,21,18,17,13,13,16,20,23,20,19,18,14,18,19,16,18,17,13,18,22,20
2216,2015/11/16,麥寮,PM2.5,22,22,19,18,16,22,29,37,51,52,43,34,26,22,24,25,37,43,31,27,27,35,43,47
2217,2015/11/17,麥寮,PM2.5,48,43,50,58,60,64,61,57,52,44,40,40,34,22,29,23,53,56,61,72,88,127,145,129
2218,2015/11/18,麥寮,PM2.5,126,134,139,123,101,82,66,61,59,52,40,20,12,12,17,27,27,19,8,4,7,11,18,21
2219,2015/11/19,麥寮,PM2.5,17,9,7,12,19,23,31,38,43,42,30,22,26,24,23,24,21,16,15,15,13,13,17,22
2220,2015/11/20,麥寮,PM2.5,25,24,23,27,29,28,28,32,36,33,36,34,24,20,20,17,15,13,14,12,6,4,5,8
2221,2015/11/21,麥寮,PM2.5,12,16,11,10,9,10,17,22,24,23,44,73,85,81,78,69,56,43,45,62,71,72,68,62
2222,2015/11/22,麥寮,PM2.5,64,73,76,69,59,52,44,50,47,27,32,49,47,33,28,25,19,17,16,10,9,11,13,15
2223,2015/11/23,麥寮,PM2.5,12,14,19,20,25,25,23,22,21,27,22,23,20,21,23,21,20,18,15,16,19,19,20,26
2224,2015/11/24,麥寮,PM2.5,26,27,29,31,32,36,36,29,23,22,25,26,24,27,32,30,24,19,19,19,13,15,19,15
2225,2015/11/25,麥寮,PM2.5,13,16,18,16,12,15,16,13,15,18,22,24,24,26,24,23,23,19,19,21,16,12,16,18
2226,2015/11/26,麥寮,PM2.5,18,20,19,17,21,25,26,27,24,23,25,25,21,24,28,25,21,23,24,21,17,15,15,13
2227,2015/11/27,麥寮,PM2.5,13,12,13,16,19,19,19,21,23,25,31,36,34,31,30,31,31,33,34,34,37,43,40,37
2228,2015/11/28,麥寮,PM2.5,42,48,51,53,55,55,54,59,66,69,70,62,52,47,40,32,38,40,30,27,27,30,30,24
2229,2015/11/29,麥寮,PM2.5,20,28,43,56,65,75,76,89,101,75,47,40,38,38,41,43,40,35,32,31,31,30,25,26
2230,2015/11/30,麥寮,PM2.5,32,24,19,23,21,17,16,17,15,14,16,16,17,16,13,11,12,15,16,16,16,16,14,12
2231,2015/12/01,麥寮,PM2.5,14,17,21,23,24,26,27,30,30,22,22,28,26,25,29,29,23,20,20,19,20,18,16,20
2232,2015/12/02,麥寮,PM2.5,12,9,19,25,22,23,30,35,33,25,26,33,31,31,24,24,28,29,26,19,18,20,19,21
2233,2015/12/03,麥寮,PM2.5,22,26,33,37,32,23,20,19,14,14,21,30,38,42,43,41,37,33,34,41,41,35,32,30
2234,2015/12/04,麥寮,PM2.5,31,33,31,27,22,20,19,21,24,25,24,27,30,26,25,26,24,22,20,23,28,26,24,24
2235,2015/12/05,麥寮,PM2.5,21,21,20,18,20,24,24,25,31,28,26,29,25,22,21,21,23,20,20,17,9,5,0,5
2236,2015/12/06,麥寮,PM2.5,11,6,3,5,3,5,7,3,1,4,8,6,6,9,10,12,13,14,10,9,10,10,11,15
2237,2015/12/07,麥寮,PM2.5,16,15,16,15,16,21,21,19,21,23,20,23,29,29,27,21,17,13,12,13,11,12,16,16
2238,2015/12/08,麥寮,PM2.5,15,10,12,15,14,15,12,8,10,14,16,18,19,22,24,29,19,12,16,13,12,13,9,8
2239,2015/12/09,麥寮,PM2.5,6,13,19,17,19,18,14,18,30,45,54,61,44,16,12,14,15,14,10,15,16,8,7,8
2240,2015/12/10,麥寮,PM2.5,4,5,6,10,15,13,5,0,3,5,6,7,8,6,2,3,3,4,4,5,8,7,8,10
2241,2015/12/11,麥寮,PM2.5,16,20,18,18,21,23,25,25,21,21,16,13,17,17,20,23,27,27,26,28,25,25,29,28
2242,2015/12/12,麥寮,PM2.5,22,22,26,24,21,18,18,22,24,25,25,24,17,18,25,28,24,20,19,21,23,19,16,18
2243,2015/12/13,麥寮,PM2.5,23,17,14,16,16,18,19,22,25,22,18,19,21,20,21,24,25,25,26,25,23,21,18,19
2244,2015/12/14,麥寮,PM2.5,20,26,46,49,40,39,37,29,24,22,25,26,21,19,17,16,19,20,20,20,15,18,17,11
2245,2015/12/15,麥寮,PM2.5,14,16,20,18,14,16,17,19,19,24,32,39,50,59,63,63,61,60,67,71,68,69,65,70
2246,2015/12/16,麥寮,PM2.5,83,82,81,81,77,73,78,78,71,70,67,66,67,68,75,82,84,82,82,80,64,46,40,33
2247,2015/12/17,麥寮,PM2.5,25,23,27,31,32,35,42,46,43,39,38,35,30,29,31,30,30,32,29,24,20,20,22,21
2248,2015/12/18,麥寮,PM2.5,13,11,17,24,22,20,21,23,23,24,29,33,32,25,20,22,18,14,10,8,11,13,11,8
2249,2015/12/19,麥寮,PM2.5,8,11,11,10,14,16,14,15,15,12,12,14,16,17,18,22,21,13,11,18,21,25,27,22
2250,2015/12/20,麥寮,PM2.5,18,16,18,26,23,18,23,30,33,47,63,63,64,65,72,67,35,18,19,21,18,18,21,21
2251,2015/12/21,麥寮,PM2.5,25,26,26,24,24,31,35,30,27,29,28,25,24,24,27,27,24,23,20,18,21,20,17,15
2252,2015/12/22,麥寮,PM2.5,15,17,22,16,10,17,23,25,27,33,39,44,47,47,42,23,62,61,55,49,43,40,44,47
2253,2015/12/23,麥寮,PM2.5,47,42,42,51,53,50,47,46,51,52,41,29,27,33,31,27,28,33,45,47,38,31,26,20
2254,2015/12/24,麥寮,PM2.5,19,13,9,19,25,24,26,30,39,47,65,75,59,36,45,78,83,65,49,44,38,31,31,40
2255,2015/12/25,麥寮,PM2.5,46,39,29,24,21,13,9,7,7,11,8,10,14,16,18,15,16,19,19,21,23,19,18,23
2256,2015/12/26,麥寮,PM2.5,24,21,24,32,32,33,37,40,45,49,47,43,41,46,48,47,47,47,47,47,47,48,52,58
2257,2015/12/27,麥寮,PM2.5,66,71,63,55,55,52,50,47,42,41,42,27,18,19,23,23,12,7,4,22,10,22,14,18
2258,2015/12/28,麥寮,PM2.5,21,21,20,19,20,20,20,22,26,31,35,38,42,46,42,36,36,35,32,31,29,27,25,23
2259,2015/12/29,麥寮,PM2.5,21,21,23,21,20,22,22,20,22,25,27,25,25,31,32,30,29,28,26,22,25,29,26,25
2260,2015/12/30,麥寮,PM2.5,28,27,28,31,29,32,31,26,26,28,27,22,17,19,20,16,22,19,20,18,17,18,15,13
2261,2015/12/31,麥寮,PM2.5,14,18,18,14,14,16,13,8,8,15,22,32,43,60,77,79,76,76,72,67,66,66,65,64
2262,2015/01/01,龍潭,PM2.5,46,71,76,74,65,62,56,50,52,56,54,47,40,36,37,27,30,25,26,24,18,16,11,14
2263,2015/01/02,龍潭,PM2.5,15,12,9,14,17,20,18,22,21,23,18,25,24,27,18,23,18,19,18,21,23,18,19,19
2264,2015/01/03,龍潭,PM2.5,14,14,9,13,12,15,9,11,14,27,27,24,16,27,38,39,35,32,38,36,34,36,36,39
2265,2015/01/04,龍潭,PM2.5,42,40,39,34,33,25,24,23,31,27,34,35,35,38,46,59,53,58,61,74,80,78,70,53
2266,2015/01/05,龍潭,PM2.5,42,33,24,21,20,18,16,21,21,17,13,23,36,49,61,63,68,81,91,99,76,57,34,24
2267,2015/01/06,龍潭,PM2.5,19,13,11,16,11,9,6,8,8,7,11,19,33,32,34,30,32,39,53,73,68,61,36,28
2268,2015/01/07,龍潭,PM2.5,14,19,22,25,24,17,9,3,6,7,7,7,10,9,23,17,11,20,23,30,23,22,19,23
2269,2015/01/08,龍潭,PM2.5,22,30,28,37,34,40,34,41,41,50,54,51,48,43,27,26,39,45,40,42,39,32,24,25
2270,2015/01/09,龍潭,PM2.5,23,23,17,15,13,14,18,26,27,30,25,23,18,17,26,26,36,29,36,26,30,29,27,22
2271,2015/01/10,龍潭,PM2.5,20,18,13,9,13,11,11,10,13,17,15,20,10,18,14,17,14,13,16,20,27,31,27,28
2272,2015/01/11,龍潭,PM2.5,31,30,32,30,33,33,32,35,26,25,18,25,22,26,25,29,24,25,24,33,38,43,41,33
2273,2015/01/12,龍潭,PM2.5,25,32,32,31,22,31,37,36,29,21,18,19,23,25,23,17,17,9,15,14,12,10,5,11
2274,2015/01/13,龍潭,PM2.5,11,12,11,13,16,11,14,8,10,10,22,25,31,31,43,36,43,34,37,25,20,14,8,8
2275,2015/01/14,龍潭,PM2.5,3,5,5,5,3,4,5,7,9,11,17,10,13,6,6,12,16,23,16,15,12,12,14,12
2276,2015/01/15,龍潭,PM2.5,14,8,11,13,20,23,23,21,17,19,20,23,20,24,23,18,13,13,14,19,14,16,8,8
2277,2015/01/16,龍潭,PM2.5,8,14,15,10,8,6,11,11,21,20,25,24,22,24,19,31,18,32,31,47,38,36,25,25
2278,2015/01/17,龍潭,PM2.5,23,33,31,30,35,37,50,57,78,77,72,59,63,61,67,61,64,65,71,63,69,75,79,73
2279,2015/01/18,龍潭,PM2.5,55,51,40,39,32,31,28,27,27,31,30,20,17,17,23,15,14,8,15,24,22,22,13,19
2280,2015/01/19,龍潭,PM2.5,12,11,11,18,22,22,22,25,26,39,51,51,43,42,46,41,34,37,40,39,37,36,32,34
2281,2015/01/20,龍潭,PM2.5,34,41,35,34,36,38,38,36,38,39,38,38,36,38,38,37,38,33,37,35,46,32,28,29
2282,2015/01/21,龍潭,PM2.5,34,39,33,43,46,49,40,28,27,21,27,24,29,35,32,38,37,45,42,40,41,43,47,40
2283,2015/01/22,龍潭,PM2.5,36,34,30,33,27,28,23,26,26,27,28,38,49,58,68,83,87,83,71,70,76,73,70,59
2284,2015/01/23,龍潭,PM2.5,53,49,47,41,41,46,42,48,41,51,40,47,48,43,42,38,58,48,53,43,53,52,48,47
2285,2015/01/24,龍潭,PM2.5,38,25,15,14,16,18,9,10,4,15,20,28,38,41,50,38,40,41,51,62,64,65,49,40
2286,2015/01/25,龍潭,PM2.5,34,41,33,29,15,26,27,42,43,54,57,59,52,43,47,49,54,53,52,57,55,48,34,22
2287,2015/01/26,龍潭,PM2.5,26,21,26,26,24,29,33,41,38,38,36,40,35,36,33,32,40,41,47,43,39,35,29,28
2288,2015/01/27,龍潭,PM2.5,31,39,41,36,27,20,17,19,22,18,17,22,26,30,23,17,19,15,17,15,15,18,21,15
2289,2015/01/28,龍潭,PM2.5,19,11,15,9,11,10,6,10,14,19,15,8,10,11,12,10,9,12,11,16,17,16,10,14
2290,2015/01/29,龍潭,PM2.5,11,9,1,3,7,7,4,5,5,10,11,16,18,12,10,12,14,17,16,15,17,15,19,16
2291,2015/01/30,龍潭,PM2.5,16,19,19,17,10,8,7,6,3,7,7,12,8,10,23,4,4,8,13,10,7,2,8,6
2292,2015/01/31,龍潭,PM2.5,8,3,6,9,14,11,15,8,15,18,23,24,21,24,25,22,18,13,15,16,16,15,15,17
2293,2015/02/01,龍潭,PM2.5,19,16,15,12,12,9,4,8,8,11,6,18,13,20,7,13,9,11,9,6,9,4,12,9
2294,2015/02/02,龍潭,PM2.5,14,12,12,8,7,7,10,9,7,4,16,18,24,23,15,9,16,13,26,17,14,3,3,3
2295,2015/02/03,龍潭,PM2.5,2,6,5,8,5,12,12,19,12,10,12,15,15,12,9,8,11,9,13,10,13,9,12,13
2296,2015/02/04,龍潭,PM2.5,17,8,7,3,6,6,6,9,8,8,16,16,22,15,17,22,18,23,20,31,31,30,35,38
2297,2015/02/05,龍潭,PM2.5,38,29,32,32,31,31,41,60,74,90,97,98,99,100,99,94,92,91,86,85,76,66,59,55
2298,2015/02/06,龍潭,PM2.5,49,34,27,22,27,21,17,11,12,16,9,13,13,13,13,14,17,19,20,26,23,18,12,10
2299,2015/02/07,龍潭,PM2.5,14,16,15,8,7,9,10,13,17,15,18,15,32,33,36,20,18,17,25,25,22,18,17,16
2300,2015/02/08,龍潭,PM2.5,16,15,23,22,23,24,28,33,33,33,38,39,38,47,54,70,69,72,64,62,42,27,14,12
2301,2015/02/09,龍潭,PM2.5,13,10,14,18,14,16,11,16,9,20,14,17,15,15,23,12,4,6,17,21,19,13,6,18
2302,2015/02/10,龍潭,PM2.5,17,22,12,9,11,12,18,17,11,9,4,22,11,6,17,13,21,19,18,16,10,16,15,18
2303,2015/02/11,龍潭,PM2.5,15,18,14,13,14,19,20,21,18,19,21,21,30,22,32,22,28,20,27,28,34,34,36,37
2304,2015/02/12,龍潭,PM2.5,36,29,35,31,43,41,51,52,58,58,58,52,41,35,30,32,39,43,53,47,50,42,34,30
2305,2015/02/13,龍潭,PM2.5,25,32,23,29,23,29,28,36,38,37,29,30,30,30,27,31,38,36,45,49,55,53,48,48
2306,2015/02/14,龍潭,PM2.5,36,37,33,33,31,29,31,31,31,36,41,49,57,57,56,43,48,49,68,70,90,87,75,59
2307,2015/02/15,龍潭,PM2.5,43,48,34,37,32,38,29,33,27,31,35,52,61,60,52,53,60,63,63,55,51,48,40,38
2308,2015/02/16,龍潭,PM2.5,36,35,23,16,16,16,17,18,9,7,19,32,35,28,20,20,23,23,34,39,41,34,25,27
2309,2015/02/17,龍潭,PM2.5,19,26,21,22,21,27,32,37,45,52,55,53,55,53,59,55,51,40,36,36,35,42,37,50
2310,2015/02/18,龍潭,PM2.5,49,56,45,39,42,42,48,46,48,43,45,45,49,38,42,38,45,42,37,41,38,38,29,26
2311,2015/02/19,龍潭,PM2.5,31,29,31,29,33,31,39,39,42,39,40,37,32,32,32,27,24,20,26,20,28,23,27,23
2312,2015/02/20,龍潭,PM2.5,26,21,17,12,11,6,9,13,13,15,19,22,25,20,21,22,21,24,23,30,71,74,68,29
2313,2015/02/21,龍潭,PM2.5,20,24,26,22,17,14,22,25,25,25,27,30,30,21,18,21,32,33,45,40,59,62,69,74
2314,2015/02/22,龍潭,PM2.5,68,70,48,39,26,36,49,52,38,23,25,35,36,34,32,32,28,27,24,26,25,32,27,22
2315,2015/02/23,龍潭,PM2.5,12,12,13,9,10,16,18,21,18,25,33,30,26,17,22,20,17,17,14,22,12,20,13,15
2316,2015/02/24,龍潭,PM2.5,15,10,14,5,7,1,12,12,17,13,20,19,20,17,13,14,17,24,32,29,27,28,26,23
2317,2015/02/25,龍潭,PM2.5,11,13,12,14,11,15,17,16,14,12,20,26,34,34,35,21,16,18,16,25,22,36,33,37
2318,2015/02/26,龍潭,PM2.5,18,18,17,16,16,16,17,18,19,37,35,39,36,23,26,16,8,8,7,13,18,18,7,7
2319,2015/02/27,龍潭,PM2.5,8,13,8,5,7,13,16,15,15,9,14,11,16,24,19,26,19,19,7,7,9,16,11,9
2320,2015/02/28,龍潭,PM2.5,1,1,8,8,14,14,15,20,18,26,19,24,22,20,19,12,24,18,20,11,14,23,28,20
2321,2015/03/01,龍潭,PM2.5,9,12,12,12,3,5,5,3,6,6,12,6,14,7,14,11,20,18,21,21,24,22,24,19
2322,2015/03/02,龍潭,PM2.5,14,9,14,17,26,25,31,28,29,31,22,27,19,23,20,28,32,33,33,33,33,36,39,41
2323,2015/03/03,龍潭,PM2.5,36,34,30,29,24,31,39,47,49,47,48,40,42,23,27,26,32,45,48,47,54,60,42,23
2324,2015/03/04,龍潭,PM2.5,8,8,17,23,31,36,38,38,31,25,20,18,17,12,11,15,19,14,14,13,13,9,4,4
2325,2015/03/05,龍潭,PM2.5,4,8,8,3,6,6,13,15,16,13,5,12,13,12,17,20,28,23,27,29,22,11,4,4
2326,2015/03/06,龍潭,PM2.5,14,13,15,6,4,4,3,3,7,8,17,11,14,7,11,12,14,15,10,7,9,9,12,5
2327,2015/03/07,龍潭,PM2.5,11,9,15,11,12,7,9,10,11,12,6,12,16,20,26,23,20,12,13,11,16,9,10,4
2328,2015/03/08,龍潭,PM2.5,3,3,7,10,11,13,14,21,12,15,14,18,20,21,20,16,11,17,12,9,3,6,12,16
